# ID_sensore;dataora;valore
SENZA010647;2019-01-14 00:08:00;25
SENZA010648;2019-01-14 00:08:00;23
SENZA010649;2019-01-14 00:08:00;26
SENZA010650;2019-01-14 00:08:00;15
SENZA010661;2019-01-14 00:08:00;32
SENZA010662;2019-01-14 00:08:00;19
SENZA010663;2019-01-14 00:08:00;31
SENZA010664;2019-01-14 00:08:00;16
SENZA010665;2019-01-14 00:08:00;20
SENZA010666;2019-01-14 00:08:00;22
SENZA010667;2019-01-14 00:08:00;17
SENZA010668;2019-01-14 00:08:00;34
SENZA010669;2019-01-14 00:08:00;16
SENZA010670;2019-01-14 00:08:00;30
SENZA010671;2019-01-14 00:08:00;17
SENZA010672;2019-01-14 00:08:00;16
SENZA010673;2019-01-14 00:08:00;31
SENZA010674;2019-01-14 00:08:00;34
SENZA010675;2019-01-14 00:08:00;34
SENZA010676;2019-01-14 00:08:00;30
SENZA010677;2019-01-14 00:08:00;34
SENZA010678;2019-01-14 00:08:00;22
SENZA010679;2019-01-14 00:08:00;24
SENZA010680;2019-01-14 00:08:00;31
SENZA010681;2019-01-14 00:08:00;23
SENZA010682;2019-01-14 00:08:00;35
SENZA010683;2019-01-14 00:08:00;33
SENZA010684;2019-01-14 00:08:00;17
SENZA010685;2019-01-14 00:08:00;28
SENZA010701;2019-01-14 00:08:00;17
SENZA010702;2019-01-14 00:08:00;27
SENZA010703;2019-01-14 00:08:00;28
SENZA010704;2019-01-14 00:08:00;27
SENZA010705;2019-01-14 00:08:00;17
SENZA010706;2019-01-14 00:08:00;24
SENZA010707;2019-01-14 00:08:00;24
SENZA010708;2019-01-14 00:08:00;28
SENZA010709;2019-01-14 00:08:00;26
SENZA010710;2019-01-14 00:08:00;34
SENZA010711;2019-01-14 00:08:00;25
SENZA010712;2019-01-14 00:08:00;25
SENZA010713;2019-01-14 00:08:00;35
SENZA010714;2019-01-14 00:08:00;29
SENZA010715;2019-01-14 00:08:00;15
SENZA010716;2019-01-14 00:08:00;22
SENZA010717;2019-01-14 00:08:00;28
SENZA010718;2019-01-14 00:08:00;26
SENZA010719;2019-01-14 00:08:00;34
SENZA010720;2019-01-14 00:08:00;24
SENZA010721;2019-01-14 00:08:00;18
SENZA010722;2019-01-14 00:08:00;24
SENZA010723;2019-01-14 00:08:00;27
SENZA010724;2019-01-14 00:08:00;30
SENZA010725;2019-01-14 00:08:00;30
SENZA010726;2019-01-14 00:08:00;28
SENZA010727;2019-01-14 00:08:00;17
SENZA010728;2019-01-14 00:08:00;23
SENZA010729;2019-01-14 00:08:00;21
SENZA010730;2019-01-14 00:08:00;22
SENZA010731;2019-01-14 00:08:00;17
SENZA010732;2019-01-14 00:08:00;22
SENZA010733;2019-01-14 00:08:00;32
SENZA010734;2019-01-14 00:08:00;27
SENZA010735;2019-01-14 00:08:00;20
SENZA010736;2019-01-14 00:08:00;30
SENZA010737;2019-01-14 00:08:00;24
SENZA010738;2019-01-14 00:08:00;33
SENZA010739;2019-01-14 00:08:00;16
SENZA010740;2019-01-14 00:08:00;22
SENZA010801;2019-01-14 00:08:00;21
SENZA010802;2019-01-14 00:08:00;18
SENZA010803;2019-01-14 00:08:00;15
SENZA010804;2019-01-14 00:08:00;15
SENZA010805;2019-01-14 00:08:00;33
SENZA010806;2019-01-14 00:08:00;25
SENZA010807;2019-01-14 00:08:00;17
SENZA010808;2019-01-14 00:08:00;34
SENZA010809;2019-01-14 00:08:00;15
SENZA010810;2019-01-14 00:08:00;33
SENZA010811;2019-01-14 00:08:00;20
SENZA010812;2019-01-14 00:08:00;35
SENZA010813;2019-01-14 00:08:00;15
SENZA010814;2019-01-14 00:08:00;34
SENZA010815;2019-01-14 00:08:00;18
SENZA010816;2019-01-14 00:08:00;15
SENZA010817;2019-01-14 00:08:00;29
SENZA010818;2019-01-14 00:08:00;24
SENZA010819;2019-01-14 00:08:00;23
SENZA010820;2019-01-14 00:08:00;34
SENZA010821;2019-01-14 00:08:00;19
SENZA010822;2019-01-14 00:08:00;17
SENZA010823;2019-01-14 00:08:00;22
SENZA010824;2019-01-14 00:08:00;30
SENZA010825;2019-01-14 00:08:00;28
SENZA010826;2019-01-14 00:08:00;22
SENZA010827;2019-01-14 00:08:00;34
SENZA010828;2019-01-14 00:08:00;17
SENZA010829;2019-01-14 00:08:00;18
SENZA010830;2019-01-14 00:08:00;29
SENZA010831;2019-01-14 00:08:00;31
SENZA010832;2019-01-14 00:08:00;35
SENZA010833;2019-01-14 00:08:00;22
SENZA010834;2019-01-14 00:08:00;33
SENZA010835;2019-01-14 00:08:00;17
SENZA010836;2019-01-14 00:08:00;25
SENZA010837;2019-01-14 00:08:00;29
SENZA010838;2019-01-14 00:08:00;32
SENZA010839;2019-01-14 00:08:00;35
SENZA010840;2019-01-14 00:08:00;19
SENZA010841;2019-01-14 00:08:00;32
SENZA010842;2019-01-14 00:08:00;27
SENZA010843;2019-01-14 00:08:00;17
SENZA010844;2019-01-14 00:08:00;29
SENZA010845;2019-01-14 00:08:00;19
SENZA010846;2019-01-14 00:08:00;24
SENZA010847;2019-01-14 00:08:00;15
SENZA010848;2019-01-14 00:08:00;15
SENZA010849;2019-01-14 00:08:00;28
SENZA010850;2019-01-14 00:08:00;30
SENZA010901;2019-01-14 00:08:00;30
SENZA010902;2019-01-14 00:08:00;32
SENZA010903;2019-01-14 00:08:00;21
SENZA010904;2019-01-14 00:08:00;29
SENZA010905;2019-01-14 00:08:00;22
SENZA010906;2019-01-14 00:08:00;26
SENZA010907;2019-01-14 00:08:00;34
SENZA010908;2019-01-14 00:08:00;30
SENZA010909;2019-01-14 00:08:00;21
SENZA010910;2019-01-14 00:08:00;33
SENZA010911;2019-01-14 00:08:00;26
SENZA010912;2019-01-14 00:08:00;20
SENZA010913;2019-01-14 00:08:00;35
SENZA010914;2019-01-14 00:08:00;28
SENZA010915;2019-01-14 00:08:00;33
SENZA010916;2019-01-14 00:08:00;23
SENZA010917;2019-01-14 00:08:00;26
SENZA010918;2019-01-14 00:08:00;18
SENZA010919;2019-01-14 00:08:00;15
SENZA010920;2019-01-14 00:08:00;26
SENZA010921;2019-01-14 00:08:00;18
SENZA010922;2019-01-14 00:08:00;29
SENZA010923;2019-01-14 00:08:00;23
SENZA010924;2019-01-14 00:08:00;28
SENZA010925;2019-01-14 00:08:00;28
SENZA010926;2019-01-14 00:08:00;22
SENZA010927;2019-01-14 00:08:00;15
SENZA010928;2019-01-14 00:08:00;35
SENZA010929;2019-01-14 00:08:00;22
SENZA010930;2019-01-14 00:08:00;21
SENZA010931;2019-01-14 00:08:00;24
SENZA010932;2019-01-14 00:08:00;34
SENZA010933;2019-01-14 00:08:00;22
SENZA010934;2019-01-14 00:08:00;20
SENZA010935;2019-01-14 00:08:00;26
SENZA010936;2019-01-14 00:08:00;33
SENZA010937;2019-01-14 00:08:00;22
SENZA010938;2019-01-14 00:08:00;19
SENZA010939;2019-01-14 00:08:00;18
SENZA010940;2019-01-14 00:08:00;19
SENZA010941;2019-01-14 00:08:00;24
SENZA010942;2019-01-14 00:08:00;18
SENZA010943;2019-01-14 00:08:00;24
SENZA010944;2019-01-14 00:08:00;18
SENZA010945;2019-01-14 00:08:00;19
SENZA010946;2019-01-14 00:08:00;16
SENZA010947;2019-01-14 00:08:00;26
SENZA010948;2019-01-14 00:08:00;26
SENZA010949;2019-01-14 00:08:00;31
SENZA010950;2019-01-14 00:08:00;22
SENZA010981;2019-01-14 00:08:00;26
SENZA010982;2019-01-14 00:08:00;24
SENZA010983;2019-01-14 00:08:00;23
SENZA010984;2019-01-14 00:08:00;24
SENZA010985;2019-01-14 00:08:00;20
SENZA010986;2019-01-14 00:08:00;23
SENZA010987;2019-01-14 00:08:00;22
SENZA010988;2019-01-14 00:08:00;28
SENZA010989;2019-01-14 00:08:00;35
SENZA010990;2019-01-14 00:08:00;35
SENZA010991;2019-01-14 00:08:00;31
SENZA010992;2019-01-14 00:08:00;27
SENZA010993;2019-01-14 00:08:00;33
SENZA010994;2019-01-14 00:08:00;27
SENZA010995;2019-01-14 00:08:00;21
SENZA010996;2019-01-14 00:08:00;15
SENZA010997;2019-01-14 00:08:00;25
SENZA010998;2019-01-14 00:08:00;23
SENZA010999;2019-01-14 00:08:00;17
SENZA011000;2019-01-14 00:08:00;32
SENZA011001;2019-01-14 00:08:00;29
SENZA011002;2019-01-14 00:08:00;22
SENZA011003;2019-01-14 00:08:00;28
SENZA011004;2019-01-14 00:08:00;17
SENZA011005;2019-01-14 00:08:00;34
SENZA011006;2019-01-14 00:08:00;20
SENZA011007;2019-01-14 00:08:00;15
SENZA011008;2019-01-14 00:08:00;24
SENZA011009;2019-01-14 00:08:00;34
SENZA011010;2019-01-14 00:08:00;32
SENZA011011;2019-01-14 00:08:00;24
SENZA011012;2019-01-14 00:08:00;21
SENZA011013;2019-01-14 00:08:00;30
SENZA011014;2019-01-14 00:08:00;17
SENZA011015;2019-01-14 00:08:00;24
SENZA011016;2019-01-14 00:08:00;31
SENZA011017;2019-01-14 00:08:00;19
SENZA011018;2019-01-14 00:08:00;23
SENZA011019;2019-01-14 00:08:00;19
SENZA011020;2019-01-14 00:08:00;34
SENZA011051;2019-01-14 00:08:00;30
SENZA011052;2019-01-14 00:08:00;32
SENZA011053;2019-01-14 00:08:00;17
SENZA011054;2019-01-14 00:08:00;27
SENZA011055;2019-01-14 00:08:00;29
SENZA011056;2019-01-14 00:08:00;32
SENZA011057;2019-01-14 00:08:00;31
SENZA011058;2019-01-14 00:08:00;27
SENZA011059;2019-01-14 00:08:00;29
SENZA011060;2019-01-14 00:08:00;19
SENZA011061;2019-01-14 00:08:00;22
SENZA011062;2019-01-14 00:08:00;27
SENZA011063;2019-01-14 00:08:00;17
SENZA011064;2019-01-14 00:08:00;34
SENZA011065;2019-01-14 00:08:00;20
SENZA011066;2019-01-14 00:08:00;18
SENZA011067;2019-01-14 00:08:00;24
SENZA011068;2019-01-14 00:08:00;22
SENZA011069;2019-01-14 00:08:00;24
SENZA011070;2019-01-14 00:08:00;27
SENZA011071;2019-01-14 00:08:00;26
SENZA011072;2019-01-14 00:08:00;34
SENZA011073;2019-01-14 00:08:00;30
SENZA011074;2019-01-14 00:08:00;22
SENZA011075;2019-01-14 00:08:00;35
SENZA011076;2019-01-14 00:08:00;23
SENZA011077;2019-01-14 00:08:00;18
SENZA011078;2019-01-14 00:08:00;34
SENZA011079;2019-01-14 00:08:00;24
SENZA011080;2019-01-14 00:08:00;33
SENZA011081;2019-01-14 00:08:00;30
SENZA011082;2019-01-14 00:08:00;32
SENZA011083;2019-01-14 00:08:00;23
SENZA011084;2019-01-14 00:08:00;21
SENZA011085;2019-01-14 00:08:00;29
SENZA011086;2019-01-14 00:08:00;25
SENZA011087;2019-01-14 00:08:00;23
SENZA011088;2019-01-14 00:08:00;27
SENZA011089;2019-01-14 00:08:00;29
SENZA011090;2019-01-14 00:08:00;29
SENZA011091;2019-01-14 00:08:00;35
SENZA011092;2019-01-14 00:08:00;34
SENZA011093;2019-01-14 00:08:00;33
SENZA011094;2019-01-14 00:08:00;26
SENZA011095;2019-01-14 00:08:00;35
SENZA011096;2019-01-14 00:08:00;29
SENZA011097;2019-01-14 00:08:00;30
SENZA011098;2019-01-14 00:08:00;30
SENZA011099;2019-01-14 00:08:00;20
SENZA011100;2019-01-14 00:08:00;30
SENZA011201;2019-01-14 00:08:00;17
SENZA011202;2019-01-14 00:08:00;22
SENZA011203;2019-01-14 00:08:00;31
SENZA011204;2019-01-14 00:08:00;23
SENZA011205;2019-01-14 00:08:00;19
SENZA011206;2019-01-14 00:08:00;30
SENZA011207;2019-01-14 00:08:00;20
SENZA011208;2019-01-14 00:08:00;25
SENZA011209;2019-01-14 00:08:00;18
SENZA011210;2019-01-14 00:08:00;20
SENZA011211;2019-01-14 00:08:00;25
SENZA011212;2019-01-14 00:08:00;16
SENZA011213;2019-01-14 00:08:00;28
SENZA011214;2019-01-14 00:08:00;17
SENZA011215;2019-01-14 00:08:00;17
SENZA011216;2019-01-14 00:08:00;21
SENZA011217;2019-01-14 00:08:00;16
SENZA011218;2019-01-14 00:08:00;33
SENZA011219;2019-01-14 00:08:00;25
SENZA011220;2019-01-14 00:08:00;32
SENZA011221;2019-01-14 00:08:00;19
SENZA011222;2019-01-14 00:08:00;22
SENZA011223;2019-01-14 00:08:00;35
SENZA011224;2019-01-14 00:08:00;27
SENZA011225;2019-01-14 00:08:00;15
SENZA011226;2019-01-14 00:08:00;21
SENZA011227;2019-01-14 00:08:00;21
SENZA011228;2019-01-14 00:08:00;35
SENZA011229;2019-01-14 00:08:00;22
SENZA011230;2019-01-14 00:08:00;35
SENZA011231;2019-01-14 00:08:00;22
SENZA011232;2019-01-14 00:08:00;27
SENZA011233;2019-01-14 00:08:00;30
SENZA011234;2019-01-14 00:08:00;32
SENZA011235;2019-01-14 00:08:00;34
SENZA011236;2019-01-14 00:08:00;27
SENZA011237;2019-01-14 00:08:00;19
SENZA011238;2019-01-14 00:08:00;18
SENZA011239;2019-01-14 00:08:00;21
SENZA011240;2019-01-14 00:08:00;16
SENZA011241;2019-01-14 00:08:00;21
SENZA011242;2019-01-14 00:08:00;27
SENZA011243;2019-01-14 00:08:00;27
SENZA011244;2019-01-14 00:08:00;23
SENZA011245;2019-01-14 00:08:00;32
SENZA011246;2019-01-14 00:08:00;28
SENZA011247;2019-01-14 00:08:00;21
SENZA011248;2019-01-14 00:08:00;28
SENZA011249;2019-01-14 00:08:00;17
SENZA011250;2019-01-14 00:08:00;21
SENZA011281;2019-01-14 00:08:00;33
SENZA011282;2019-01-14 00:08:00;26
SENZA011283;2019-01-14 00:08:00;28
SENZA011284;2019-01-14 00:08:00;25
SENZA011285;2019-01-14 00:08:00;26
SENZA011286;2019-01-14 00:08:00;34
SENZA011287;2019-01-14 00:08:00;21
SENZA011288;2019-01-14 00:08:00;35
SENZA011289;2019-01-14 00:08:00;19
SENZA011290;2019-01-14 00:08:00;31
SENZA011291;2019-01-14 00:08:00;29
SENZA011292;2019-01-14 00:08:00;32
SENZA011293;2019-01-14 00:08:00;32
SENZA011294;2019-01-14 00:08:00;29
SENZA011295;2019-01-14 00:08:00;15
SENZA011296;2019-01-14 00:08:00;17
SENZA011297;2019-01-14 00:08:00;35
SENZA011298;2019-01-14 00:08:00;29
SENZA011299;2019-01-14 00:08:00;16
SENZA011300;2019-01-14 00:08:00;23
SENZA011301;2019-01-14 00:08:00;26
SENZA011302;2019-01-14 00:08:00;35
SENZA011303;2019-01-14 00:08:00;33
SENZA011304;2019-01-14 00:08:00;32
SENZA011305;2019-01-14 00:08:00;15
SENZA011306;2019-01-14 00:08:00;30
SENZA011307;2019-01-14 00:08:00;20
SENZA011308;2019-01-14 00:08:00;23
SENZA011309;2019-01-14 00:08:00;21
SENZA011310;2019-01-14 00:08:00;31
SENZA011311;2019-01-14 00:08:00;27
SENZA011312;2019-01-14 00:08:00;31
SENZA011313;2019-01-14 00:08:00;33
SENZA011314;2019-01-14 00:08:00;32
SENZA011315;2019-01-14 00:08:00;15
SENZA011316;2019-01-14 00:08:00;29
SENZA011317;2019-01-14 00:08:00;21
SENZA011318;2019-01-14 00:08:00;34
SENZA011319;2019-01-14 00:08:00;25
SENZA011320;2019-01-14 00:08:00;22
SENZA011351;2019-01-14 00:08:00;26
SENZA011352;2019-01-14 00:08:00;33
SENZA011353;2019-01-14 00:08:00;29
SENZA011354;2019-01-14 00:08:00;35
SENZA011355;2019-01-14 00:08:00;19
SENZA011356;2019-01-14 00:08:00;23
SENZA011357;2019-01-14 00:08:00;17
SENZA011358;2019-01-14 00:08:00;15
SENZA011359;2019-01-14 00:08:00;30
SENZA011360;2019-01-14 00:08:00;15
SENZA011361;2019-01-14 00:08:00;24
SENZA011362;2019-01-14 00:08:00;32
SENZA011363;2019-01-14 00:08:00;25
SENZA011364;2019-01-14 00:08:00;33
SENZA011365;2019-01-14 00:08:00;27
SENZA011366;2019-01-14 00:08:00;21
SENZA011367;2019-01-14 00:08:00;34
SENZA011368;2019-01-14 00:08:00;15
SENZA011369;2019-01-14 00:08:00;20
SENZA011370;2019-01-14 00:08:00;32
SENZA011371;2019-01-14 00:08:00;23
SENZA011372;2019-01-14 00:08:00;27
SENZA011373;2019-01-14 00:08:00;23
SENZA011374;2019-01-14 00:08:00;30
SENZA011375;2019-01-14 00:08:00;31
SENZA011376;2019-01-14 00:08:00;15
SENZA011377;2019-01-14 00:08:00;17
SENZA011378;2019-01-14 00:08:00;34
SENZA011379;2019-01-14 00:08:00;34
SENZA011380;2019-01-14 00:08:00;31
SENZA011381;2019-01-14 00:08:00;24
SENZA011382;2019-01-14 00:08:00;15
SENZA011383;2019-01-14 00:08:00;32
SENZA011384;2019-01-14 00:08:00;28
SENZA011385;2019-01-14 00:08:00;25
SENZA011386;2019-01-14 00:08:00;28
SENZA011387;2019-01-14 00:08:00;16
SENZA011388;2019-01-14 00:08:00;30
SENZA011389;2019-01-14 00:08:00;30
SENZA011390;2019-01-14 00:08:00;17
SENZA011391;2019-01-14 00:08:00;31
SENZA011392;2019-01-14 00:08:00;25
SENZA011393;2019-01-14 00:08:00;28
SENZA011394;2019-01-14 00:08:00;32
SENZA011395;2019-01-14 00:08:00;34
SENZA011396;2019-01-14 00:08:00;34
SENZA011397;2019-01-14 00:08:00;30
SENZA011398;2019-01-14 00:08:00;33
SENZA011399;2019-01-14 00:08:00;16
SENZA011400;2019-01-14 00:08:00;26
SENZA010051;2019-01-14 00:08:00;81
SENZA010052;2019-01-14 00:08:00;52
SENZA010053;2019-01-14 00:08:00;53
SENZA010054;2019-01-14 00:08:00;76
SENZA010055;2019-01-14 00:08:00;92
SENZA010056;2019-01-14 00:08:00;62
SENZA010057;2019-01-14 00:08:00;82
SENZA010058;2019-01-14 00:08:00;97
SENZA010059;2019-01-14 00:08:00;99
SENZA010060;2019-01-14 00:08:00;44
SENZA010061;2019-01-14 00:08:00;37
SENZA010062;2019-01-14 00:08:00;98
SENZA010063;2019-01-14 00:08:00;43
SENZA010064;2019-01-14 00:08:00;68
SENZA010065;2019-01-14 00:08:00;88
SENZA010066;2019-01-14 00:08:00;58
SENZA010067;2019-01-14 00:08:00;33
SENZA010068;2019-01-14 00:08:00;99
SENZA010069;2019-01-14 00:08:00;55
SENZA010070;2019-01-14 00:08:00;97
SENZA010071;2019-01-14 00:08:00;68
SENZA010072;2019-01-14 00:08:00;61
SENZA010073;2019-01-14 00:08:00;57
SENZA010074;2019-01-14 00:08:00;45
SENZA010075;2019-01-14 00:08:00;79
SENZA010076;2019-01-14 00:08:00;45
SENZA010077;2019-01-14 00:08:00;35
SENZA010078;2019-01-14 00:08:00;35
SENZA010079;2019-01-14 00:08:00;57
SENZA010080;2019-01-14 00:08:00;40
SENZA010121;2019-01-14 00:08:00;66
SENZA010122;2019-01-14 00:08:00;60
SENZA010123;2019-01-14 00:08:00;39
SENZA010124;2019-01-14 00:08:00;46
SENZA010125;2019-01-14 00:08:00;49
SENZA010126;2019-01-14 00:08:00;47
SENZA010127;2019-01-14 00:08:00;95
SENZA010128;2019-01-14 00:08:00;59
SENZA010129;2019-01-14 00:08:00;70
SENZA010130;2019-01-14 00:08:00;50
SENZA010131;2019-01-14 00:08:00;85
SENZA010132;2019-01-14 00:08:00;48
SENZA010133;2019-01-14 00:08:00;31
SENZA010134;2019-01-14 00:08:00;33
SENZA010135;2019-01-14 00:08:00;91
SENZA010136;2019-01-14 00:08:00;72
SENZA010137;2019-01-14 00:08:00;38
SENZA010138;2019-01-14 00:08:00;70
SENZA010139;2019-01-14 00:08:00;61
SENZA010140;2019-01-14 00:08:00;39
SENZA010201;2019-01-14 00:08:00;41
SENZA010202;2019-01-14 00:08:00;78
SENZA010203;2019-01-14 00:08:00;43
SENZA010204;2019-01-14 00:08:00;98
SENZA010205;2019-01-14 00:08:00;61
SENZA010206;2019-01-14 00:08:00;100
SENZA010207;2019-01-14 00:08:00;43
SENZA010208;2019-01-14 00:08:00;70
SENZA010209;2019-01-14 00:08:00;33
SENZA010210;2019-01-14 00:08:00;47
SENZA010211;2019-01-14 00:08:00;39
SENZA010212;2019-01-14 00:08:00;56
SENZA010213;2019-01-14 00:08:00;40
SENZA010214;2019-01-14 00:08:00;70
SENZA010215;2019-01-14 00:08:00;32
SENZA010216;2019-01-14 00:08:00;34
SENZA010217;2019-01-14 00:08:00;43
SENZA010218;2019-01-14 00:08:00;73
SENZA010219;2019-01-14 00:08:00;53
SENZA010220;2019-01-14 00:08:00;69
SENZA010221;2019-01-14 00:08:00;36
SENZA010222;2019-01-14 00:08:00;36
SENZA010223;2019-01-14 00:08:00;61
SENZA010224;2019-01-14 00:08:00;80
SENZA010225;2019-01-14 00:08:00;87
SENZA010226;2019-01-14 00:08:00;66
SENZA010227;2019-01-14 00:08:00;98
SENZA010228;2019-01-14 00:08:00;98
SENZA010229;2019-01-14 00:08:00;63
SENZA010230;2019-01-14 00:08:00;83
SENZA010231;2019-01-14 00:08:00;33
SENZA010232;2019-01-14 00:08:00;97
SENZA010233;2019-01-14 00:08:00;70
SENZA010234;2019-01-14 00:08:00;43
SENZA010235;2019-01-14 00:08:00;66
SENZA010236;2019-01-14 00:08:00;59
SENZA010237;2019-01-14 00:08:00;63
SENZA010238;2019-01-14 00:08:00;35
SENZA010239;2019-01-14 00:08:00;50
SENZA010240;2019-01-14 00:08:00;48
SENZA010241;2019-01-14 00:08:00;41
SENZA010242;2019-01-14 00:08:00;41
SENZA010243;2019-01-14 00:08:00;41
SENZA010244;2019-01-14 00:08:00;81
SENZA010245;2019-01-14 00:08:00;64
SENZA010246;2019-01-14 00:08:00;34
SENZA010247;2019-01-14 00:08:00;79
SENZA010248;2019-01-14 00:08:00;50
SENZA010249;2019-01-14 00:08:00;85
SENZA010250;2019-01-14 00:08:00;32
SENZA010316;2019-01-14 00:08:00;88
SENZA010317;2019-01-14 00:08:00;64
SENZA010318;2019-01-14 00:08:00;33
SENZA010319;2019-01-14 00:08:00;52
SENZA010320;2019-01-14 00:08:00;64
SENZA010321;2019-01-14 00:08:00;96
SENZA010322;2019-01-14 00:08:00;46
SENZA010323;2019-01-14 00:08:00;89
SENZA010324;2019-01-14 00:08:00;77
SENZA010325;2019-01-14 00:08:00;73
SENZA010326;2019-01-14 00:08:00;97
SENZA010327;2019-01-14 00:08:00;85
SENZA010328;2019-01-14 00:08:00;68
SENZA010329;2019-01-14 00:08:00;76
SENZA010330;2019-01-14 00:08:00;88
SENZA010351;2019-01-14 00:08:00;31
SENZA010352;2019-01-14 00:08:00;38
SENZA010353;2019-01-14 00:08:00;66
SENZA010354;2019-01-14 00:08:00;41
SENZA010355;2019-01-14 00:08:00;79
SENZA010386;2019-01-14 00:08:00;30
SENZA010387;2019-01-14 00:08:00;83
SENZA010388;2019-01-14 00:08:00;67
SENZA010389;2019-01-14 00:08:00;77
SENZA010390;2019-01-14 00:08:00;74
SENZA010391;2019-01-14 00:08:00;63
SENZA010392;2019-01-14 00:08:00;34
SENZA010393;2019-01-14 00:08:00;75
SENZA010394;2019-01-14 00:08:00;55
SENZA010395;2019-01-14 00:08:00;83
SENZA010396;2019-01-14 00:08:00;49
SENZA010397;2019-01-14 00:08:00;37
SENZA010398;2019-01-14 00:08:00;90
SENZA010399;2019-01-14 00:08:00;31
SENZA010400;2019-01-14 00:08:00;55
SENZA010441;2019-01-14 00:08:00;33
SENZA010442;2019-01-14 00:08:00;68
SENZA010443;2019-01-14 00:08:00;86
SENZA010444;2019-01-14 00:08:00;94
SENZA010445;2019-01-14 00:08:00;52
SENZA010446;2019-01-14 00:08:00;62
SENZA010447;2019-01-14 00:08:00;41
SENZA010448;2019-01-14 00:08:00;92
SENZA010449;2019-01-14 00:08:00;80
SENZA010450;2019-01-14 00:08:00;80
SENZA010451;2019-01-14 00:08:00;61
SENZA010452;2019-01-14 00:08:00;38
SENZA010453;2019-01-14 00:08:00;37
SENZA010454;2019-01-14 00:08:00;56
SENZA010455;2019-01-14 00:08:00;60
SENZA010456;2019-01-14 00:08:00;31
SENZA010457;2019-01-14 00:08:00;32
SENZA010458;2019-01-14 00:08:00;44
SENZA010459;2019-01-14 00:08:00;35
SENZA010460;2019-01-14 00:08:00;69
SENZA010461;2019-01-14 00:08:00;49
SENZA010462;2019-01-14 00:08:00;56
SENZA010463;2019-01-14 00:08:00;45
SENZA010464;2019-01-14 00:08:00;34
SENZA010465;2019-01-14 00:08:00;36
SENZA010466;2019-01-14 00:08:00;65
SENZA010467;2019-01-14 00:08:00;42
SENZA010468;2019-01-14 00:08:00;87
SENZA010469;2019-01-14 00:08:00;36
SENZA010470;2019-01-14 00:08:00;89
SENZA010551;2019-01-14 00:08:00;88
SENZA010552;2019-01-14 00:08:00;90
SENZA010553;2019-01-14 00:08:00;83
SENZA010554;2019-01-14 00:08:00;85
SENZA010555;2019-01-14 00:08:00;42
SENZA010556;2019-01-14 00:08:00;74
SENZA010557;2019-01-14 00:08:00;45
SENZA010558;2019-01-14 00:08:00;32
SENZA010559;2019-01-14 00:08:00;33
SENZA010560;2019-01-14 00:08:00;71
SENZA010561;2019-01-14 00:08:00;34
SENZA010562;2019-01-14 00:08:00;45
SENZA010563;2019-01-14 00:08:00;79
SENZA010564;2019-01-14 00:08:00;86
SENZA010565;2019-01-14 00:08:00;32
SENZA010566;2019-01-14 00:08:00;57
SENZA010567;2019-01-14 00:08:00;83
SENZA010568;2019-01-14 00:08:00;98
SENZA010569;2019-01-14 00:08:00;65
SENZA010570;2019-01-14 00:08:00;98
SENZA010571;2019-01-14 00:08:00;96
SENZA010572;2019-01-14 00:08:00;81
SENZA010573;2019-01-14 00:08:00;52
SENZA010574;2019-01-14 00:08:00;71
SENZA010575;2019-01-14 00:08:00;58
SENZA010616;2019-01-14 00:08:00;44
SENZA010617;2019-01-14 00:08:00;76
SENZA010618;2019-01-14 00:08:00;43
SENZA010619;2019-01-14 00:08:00;67
SENZA010620;2019-01-14 00:08:00;31
SENZA010621;2019-01-14 00:08:00;74
SENZA010622;2019-01-14 00:08:00;81
SENZA010623;2019-01-14 00:08:00;30
SENZA010624;2019-01-14 00:08:00;36
SENZA010625;2019-01-14 00:08:00;30
SENZA010626;2019-01-14 00:08:00;45
SENZA010627;2019-01-14 00:08:00;93
SENZA010628;2019-01-14 00:08:00;52
SENZA010629;2019-01-14 00:08:00;69
SENZA010630;2019-01-14 00:08:00;93
SENZA010651;2019-01-14 00:08:00;52
SENZA010652;2019-01-14 00:08:00;41
SENZA010653;2019-01-14 00:08:00;88
SENZA010654;2019-01-14 00:08:00;39
SENZA010655;2019-01-14 00:08:00;37
SENZA010686;2019-01-14 00:08:00;77
SENZA010687;2019-01-14 00:08:00;61
SENZA010688;2019-01-14 00:08:00;43
SENZA010689;2019-01-14 00:08:00;61
SENZA010690;2019-01-14 00:08:00;73
SENZA010691;2019-01-14 00:08:00;67
SENZA010692;2019-01-14 00:08:00;47
SENZA010693;2019-01-14 00:08:00;71
SENZA010694;2019-01-14 00:08:00;38
SENZA010695;2019-01-14 00:08:00;97
SENZA010696;2019-01-14 00:08:00;63
SENZA010697;2019-01-14 00:08:00;50
SENZA010698;2019-01-14 00:08:00;90
SENZA010699;2019-01-14 00:08:00;59
SENZA010700;2019-01-14 00:08:00;52
SENZA010741;2019-01-14 00:08:00;85
SENZA010742;2019-01-14 00:08:00;85
SENZA010743;2019-01-14 00:08:00;64
SENZA010744;2019-01-14 00:08:00;99
SENZA010745;2019-01-14 00:08:00;71
SENZA010746;2019-01-14 00:08:00;81
SENZA010747;2019-01-14 00:08:00;55
SENZA010748;2019-01-14 00:08:00;97
SENZA010749;2019-01-14 00:08:00;63
SENZA010750;2019-01-14 00:08:00;31
SENZA010751;2019-01-14 00:08:00;30
